CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,Customer_Segment
5350,20,1,785.07,3,1,4,314,03. New/High Value Single Buyer
5371,51,1,789.5,1,1,4,114,06. Lost/Dormant
5382,23,1,648.2,3,1,3,313,03. New/High Value Single Buyer
5438,42,1,258.89,2,1,1,211,06. Lost/Dormant
5444,9,1,87.11,4,1,1,411,06. Lost/Dormant
5450,53,1,118.13,1,1,1,111,06. Lost/Dormant
5460,29,1,544.58,3,1,3,313,03. New/High Value Single Buyer
5469,33,1,906.25,2,1,4,214,06. Lost/Dormant
5470,49,1,810.73,1,1,4,114,06. Lost/Dormant
5471,34,1,490.79,2,1,2,212,06. Lost/Dormant
5476,54,1,801.35,1,1,4,114,06. Lost/Dormant
5477,17,1,764.79,3,1,3,313,03. New/High Value Single Buyer
5488,38,1,825.27,2,1,4,214,06. Lost/Dormant
5494,59,1,974.55,1,1,4,114,06. Lost/Dormant
5499,33,1,86.71,2,1,1,211,06. Lost/Dormant
5511,34,1,896.53,2,1,4,214,06. Lost/Dormant
5512,36,1,152.41,2,1,1,211,06. Lost/Dormant
5520,12,1,405.44,4,1,2,412,06. Lost/Dormant
5521,35,1,306.75,2,1,2,212,06. Lost/Dormant
5533,59,1,13.51,1,1,1,111,06. Lost/Dormant
5543,12,1,779.9,4,1,3,413,03. New/High Value Single Buyer
5557,10,3,2379.45,4,4,4,444,01. Champions
5558,13,1,951.69,4,1,4,414,03. New/High Value Single Buyer
5564,6,1,78.73,4,1,1,411,06. Lost/Dormant
5582,9,1,989.2,4,1,4,414,03. New/High Value Single Buyer
5583,37,2,839.24,2,4,4,244,"04. At Risk (High F, Low R)"
5622,44,1,133.79,2,1,1,211,06. Lost/Dormant
5634,15,2,720.25,4,4,3,443,01. Champions
5660,23,1,26.14,3,1,1,311,06. Lost/Dormant
5664,20,1,745.5,3,1,3,313,03. New/High Value Single Buyer
5670,60,1,392.7,1,1,2,112,06. Lost/Dormant
5673,34,1,699.63,2,1,3,213,06. Lost/Dormant
5687,6,1,540.28,4,1,2,412,06. Lost/Dormant
5694,32,1,635.4,3,1,3,313,03. New/High Value Single Buyer
5706,41,1,292.56,2,1,2,212,06. Lost/Dormant
5719,33,1,882.04,2,1,4,214,06. Lost/Dormant
5735,16,1,215.21,3,1,1,311,06. Lost/Dormant
5742,41,1,128.78,2,1,1,211,06. Lost/Dormant
5747,11,1,400.38,4,1,2,412,06. Lost/Dormant
5762,19,1,76.69,3,1,1,311,06. Lost/Dormant
5781,35,1,393.92,2,1,2,212,06. Lost/Dormant
5803,8,1,632.35,4,1,3,413,03. New/High Value Single Buyer
5809,48,1,950.81,1,1,4,114,06. Lost/Dormant
5813,55,1,476.07,1,1,2,112,06. Lost/Dormant
5819,33,1,185.65,2,1,1,211,06. Lost/Dormant
5833,38,1,618.48,2,1,3,213,06. Lost/Dormant
5837,60,1,978.17,1,1,4,114,06. Lost/Dormant
5843,45,1,907.84,2,1,4,214,06. Lost/Dormant
5853,47,1,367.27,1,1,2,112,06. Lost/Dormant
5861,48,1,969.02,1,1,4,114,06. Lost/Dormant
5888,25,1,606.76,3,1,3,313,03. New/High Value Single Buyer
5890,18,1,117.02,3,1,1,311,06. Lost/Dormant
5903,41,1,374.88,2,1,2,212,06. Lost/Dormant
5905,2,1,666.75,4,1,3,413,03. New/High Value Single Buyer
5915,45,1,566.52,2,1,3,213,06. Lost/Dormant
5919,59,1,812.08,1,1,4,114,06. Lost/Dormant
5920,47,1,222.67,1,1,1,111,06. Lost/Dormant
5923,14,1,448.68,4,1,2,412,06. Lost/Dormant
5933,35,2,1163.24,2,4,4,244,"04. At Risk (High F, Low R)"
5938,1,1,219.12,4,1,1,411,06. Lost/Dormant
5949,31,1,252.43,3,1,1,311,06. Lost/Dormant
5970,33,1,748.15,2,1,3,213,06. Lost/Dormant
5990,5,1,513.25,4,1,2,412,06. Lost/Dormant
5994,51,1,987.78,1,1,4,114,06. Lost/Dormant
6005,15,1,702.45,4,1,3,413,03. New/High Value Single Buyer
6008,17,1,588.33,3,1,3,313,03. New/High Value Single Buyer
6050,38,1,899.99,2,1,4,214,06. Lost/Dormant
6053,45,1,366.05,2,1,2,212,06. Lost/Dormant
6068,47,1,254.92,1,1,1,111,06. Lost/Dormant
6071,15,1,770.94,4,1,3,413,03. New/High Value Single Buyer
6077,56,1,516.19,1,1,2,112,06. Lost/Dormant
6085,47,1,808.5,1,1,4,114,06. Lost/Dormant
6096,55,1,582.9,1,1,3,113,06. Lost/Dormant
6107,36,1,995.2,2,1,4,214,06. Lost/Dormant
6134,21,1,67.43,3,1,1,311,06. Lost/Dormant
6168,36,1,275.06,2,1,2,212,06. Lost/Dormant
6169,54,1,745.45,1,1,3,113,06. Lost/Dormant
6172,35,1,955.89,2,1,4,214,06. Lost/Dormant
6175,35,1,368.65,2,1,2,212,06. Lost/Dormant
6188,38,1,115.49,2,1,1,211,06. Lost/Dormant
6201,57,1,561.77,1,1,3,113,06. Lost/Dormant
6210,10,1,740.72,4,1,3,413,03. New/High Value Single Buyer
6221,45,1,952.15,2,1,4,214,06. Lost/Dormant
6228,46,1,471.81,1,1,2,112,06. Lost/Dormant
6234,51,1,639.82,1,1,3,113,06. Lost/Dormant
6236,18,1,148.53,3,1,1,311,06. Lost/Dormant
6253,46,1,308.75,1,1,2,112,06. Lost/Dormant
6262,55,1,89.27,1,1,1,111,06. Lost/Dormant
6267,23,1,480.87,3,1,2,312,06. Lost/Dormant
6269,12,1,290.23,4,1,2,412,06. Lost/Dormant
6277,23,1,156.85,3,1,1,311,06. Lost/Dormant
6293,51,1,632.87,1,1,3,113,06. Lost/Dormant
6295,6,1,971.26,4,1,4,414,03. New/High Value Single Buyer
6298,18,1,924.9,3,1,4,314,03. New/High Value Single Buyer
6299,33,1,34.66,2,1,1,211,06. Lost/Dormant
6302,16,1,299.71,3,1,2,312,06. Lost/Dormant
6303,15,1,473.71,4,1,2,412,06. Lost/Dormant
6319,7,1,378.0,4,1,2,412,06. Lost/Dormant
6323,6,1,462.97,4,1,2,412,06. Lost/Dormant
6327,6,1,284.12,4,1,2,412,06. Lost/Dormant
6328,6,1,481.39,4,1,2,412,06. Lost/Dormant
6344,36,1,700.24,2,1,3,213,06. Lost/Dormant
6345,41,1,458.23,2,1,2,212,06. Lost/Dormant
6347,60,1,637.78,1,1,3,113,06. Lost/Dormant
6354,29,1,700.79,3,1,3,313,03. New/High Value Single Buyer
6363,48,1,460.15,1,1,2,112,06. Lost/Dormant
6381,9,1,136.52,4,1,1,411,06. Lost/Dormant
6383,7,1,677.61,4,1,3,413,03. New/High Value Single Buyer
6399,33,1,341.39,2,1,2,212,06. Lost/Dormant
6400,19,1,131.01,3,1,1,311,06. Lost/Dormant
6411,16,1,477.68,3,1,2,312,06. Lost/Dormant
6416,46,1,12.71,1,1,1,111,06. Lost/Dormant
6420,39,1,136.93,2,1,1,211,06. Lost/Dormant
6431,17,1,245.2,3,1,1,311,06. Lost/Dormant
6432,11,1,436.15,4,1,2,412,06. Lost/Dormant
6439,26,1,769.74,3,1,3,313,03. New/High Value Single Buyer
6447,53,1,53.89,1,1,1,111,06. Lost/Dormant
6478,39,1,880.99,2,1,4,214,06. Lost/Dormant
6482,57,1,336.39,1,1,2,112,06. Lost/Dormant
6499,20,1,98.41,3,1,1,311,06. Lost/Dormant
6502,41,1,894.1,2,1,4,214,06. Lost/Dormant
6517,5,1,768.64,4,1,3,413,03. New/High Value Single Buyer
6542,28,1,527.87,3,1,2,312,06. Lost/Dormant
6544,2,1,969.96,4,1,4,414,03. New/High Value Single Buyer
6549,10,1,124.02,4,1,1,411,06. Lost/Dormant
6570,1,1,125.84,4,1,1,411,06. Lost/Dormant
6574,44,1,163.92,2,1,1,211,06. Lost/Dormant
6582,16,1,185.69,3,1,1,311,06. Lost/Dormant
6584,38,1,827.06,2,1,4,214,06. Lost/Dormant
6598,1,1,768.49,4,1,3,413,03. New/High Value Single Buyer
6614,35,1,987.32,2,1,4,214,06. Lost/Dormant
6617,43,2,1148.94,2,4,4,244,"04. At Risk (High F, Low R)"
6621,38,1,192.07,2,1,1,211,06. Lost/Dormant
6633,48,1,418.53,1,1,2,112,06. Lost/Dormant
6634,43,1,474.51,2,1,2,212,06. Lost/Dormant
6638,60,1,417.64,1,1,2,112,06. Lost/Dormant
6644,17,1,73.12,3,1,1,311,06. Lost/Dormant
6658,36,1,139.46,2,1,1,211,06. Lost/Dormant
6661,24,1,306.16,3,1,2,312,06. Lost/Dormant
6669,1,1,941.5,4,1,4,414,03. New/High Value Single Buyer
6688,27,1,434.09,3,1,2,312,06. Lost/Dormant
6703,39,1,963.65,2,1,4,214,06. Lost/Dormant
6706,31,1,106.65,3,1,1,311,06. Lost/Dormant
6707,42,1,349.64,2,1,2,212,06. Lost/Dormant
6714,26,1,934.36,3,1,4,314,03. New/High Value Single Buyer
6730,39,1,171.88,2,1,1,211,06. Lost/Dormant
6742,45,1,789.15,2,1,4,214,06. Lost/Dormant
6761,1,1,571.97,4,1,3,413,03. New/High Value Single Buyer
6770,51,1,148.56,1,1,1,111,06. Lost/Dormant
6776,22,1,998.17,3,1,4,314,03. New/High Value Single Buyer
6781,9,1,869.04,4,1,4,414,03. New/High Value Single Buyer
6816,51,1,650.53,1,1,3,113,06. Lost/Dormant
6818,8,1,637.32,4,1,3,413,03. New/High Value Single Buyer
6820,48,1,673.47,1,1,3,113,06. Lost/Dormant
6822,21,1,309.3,3,1,2,312,06. Lost/Dormant
6828,36,1,518.33,2,1,2,212,06. Lost/Dormant
6829,26,1,941.73,3,1,4,314,03. New/High Value Single Buyer
6850,11,1,76.88,4,1,1,411,06. Lost/Dormant
6860,2,1,507.81,4,1,2,412,06. Lost/Dormant
6869,11,1,790.55,4,1,4,414,03. New/High Value Single Buyer
6873,29,1,307.19,3,1,2,312,06. Lost/Dormant
6876,9,1,458.07,4,1,2,412,06. Lost/Dormant
6878,59,1,226.63,1,1,1,111,06. Lost/Dormant
6885,13,1,196.54,4,1,1,411,06. Lost/Dormant
6890,17,1,896.55,3,1,4,314,03. New/High Value Single Buyer
6896,13,1,277.07,4,1,2,412,06. Lost/Dormant
6898,33,1,453.02,2,1,2,212,06. Lost/Dormant
6901,10,1,680.0,4,1,3,413,03. New/High Value Single Buyer
6911,61,1,433.33,1,1,2,112,06. Lost/Dormant
6916,2,1,323.31,4,1,2,412,06. Lost/Dormant
6934,21,1,892.66,3,1,4,314,03. New/High Value Single Buyer
6939,26,1,295.72,3,1,2,312,06. Lost/Dormant
6963,37,1,921.02,2,1,4,214,06. Lost/Dormant
6967,34,1,79.27,2,1,1,211,06. Lost/Dormant
6986,27,1,686.11,3,1,3,313,03. New/High Value Single Buyer
7018,2,1,799.32,4,1,4,414,03. New/High Value Single Buyer
7022,5,1,306.26,4,1,2,412,06. Lost/Dormant
7025,13,1,592.5,4,1,3,413,03. New/High Value Single Buyer
7043,51,1,609.83,1,1,3,113,06. Lost/Dormant
7046,11,2,1662.1,4,4,4,444,01. Champions
7049,24,1,557.0,3,1,3,313,03. New/High Value Single Buyer
7054,43,1,166.17,2,1,1,211,06. Lost/Dormant
7078,19,1,949.89,3,1,4,314,03. New/High Value Single Buyer
7084,12,1,98.59,4,1,1,411,06. Lost/Dormant
7099,38,1,855.78,2,1,4,214,06. Lost/Dormant
7116,17,1,149.94,3,1,1,311,06. Lost/Dormant
7135,4,1,388.65,4,1,2,412,06. Lost/Dormant
7146,33,1,84.76,2,1,1,211,06. Lost/Dormant
7151,51,1,734.67,1,1,3,113,06. Lost/Dormant
7164,7,1,740.7,4,1,3,413,03. New/High Value Single Buyer
7170,24,1,906.98,3,1,4,314,03. New/High Value Single Buyer
7179,18,1,608.92,3,1,3,313,03. New/High Value Single Buyer
7199,42,1,736.66,2,1,3,213,06. Lost/Dormant
7204,39,1,550.56,2,1,3,213,06. Lost/Dormant
7209,40,1,38.41,2,1,1,211,06. Lost/Dormant
7211,18,1,750.65,3,1,3,313,03. New/High Value Single Buyer
7224,55,1,365.39,1,1,2,112,06. Lost/Dormant
7240,23,1,535.25,3,1,2,312,06. Lost/Dormant
7242,9,1,642.16,4,1,3,413,03. New/High Value Single Buyer
7251,8,2,444.89,4,4,2,442,06. Lost/Dormant
7256,29,1,532.19,3,1,2,312,06. Lost/Dormant
7275,20,1,490.73,3,1,2,312,06. Lost/Dormant
7286,34,1,193.9,2,1,1,211,06. Lost/Dormant
7288,13,1,742.35,4,1,3,413,03. New/High Value Single Buyer
7291,39,1,963.62,2,1,4,214,06. Lost/Dormant
7296,2,1,984.6,4,1,4,414,03. New/High Value Single Buyer
7322,45,1,544.83,2,1,3,213,06. Lost/Dormant
7334,40,1,973.99,2,1,4,214,06. Lost/Dormant
7342,9,1,527.36,4,1,2,412,06. Lost/Dormant
7358,31,1,918.72,3,1,4,314,03. New/High Value Single Buyer
7363,39,3,1386.3200000000002,2,4,4,244,"04. At Risk (High F, Low R)"
7408,32,1,774.62,3,1,3,313,03. New/High Value Single Buyer
7418,43,1,649.71,2,1,3,213,06. Lost/Dormant
7421,53,1,599.09,1,1,3,113,06. Lost/Dormant
7429,57,1,547.76,1,1,3,113,06. Lost/Dormant
7431,24,1,123.09,3,1,1,311,06. Lost/Dormant
7434,30,1,150.75,3,1,1,311,06. Lost/Dormant
7437,38,1,122.75,2,1,1,211,06. Lost/Dormant
7445,14,1,165.44,4,1,1,411,06. Lost/Dormant
7453,38,1,796.95,2,1,4,214,06. Lost/Dormant
7455,24,1,568.75,3,1,3,313,03. New/High Value Single Buyer
7457,22,1,939.75,3,1,4,314,03. New/High Value Single Buyer
7461,57,1,595.98,1,1,3,113,06. Lost/Dormant
7484,53,1,674.97,1,1,3,113,06. Lost/Dormant
7498,1,1,717.86,4,1,3,413,03. New/High Value Single Buyer
7511,7,2,1018.2,4,4,4,444,01. Champions
7521,41,1,653.07,2,1,3,213,06. Lost/Dormant
7529,29,1,440.15,3,1,2,312,06. Lost/Dormant
7543,38,1,227.13,2,1,1,211,06. Lost/Dormant
7557,32,1,279.11,3,1,2,312,06. Lost/Dormant
7563,38,1,689.42,2,1,3,213,06. Lost/Dormant
7566,27,1,511.55,3,1,2,312,06. Lost/Dormant
7606,38,1,54.79,2,1,1,211,06. Lost/Dormant
7622,6,1,519.45,4,1,2,412,06. Lost/Dormant
7626,16,1,643.74,3,1,3,313,03. New/High Value Single Buyer
7653,26,1,835.39,3,1,4,314,03. New/High Value Single Buyer
7666,20,1,935.68,3,1,4,314,03. New/High Value Single Buyer
7669,49,1,103.38,1,1,1,111,06. Lost/Dormant
7670,29,1,115.4,3,1,1,311,06. Lost/Dormant
7678,40,1,547.19,2,1,3,213,06. Lost/Dormant
7693,33,1,692.48,2,1,3,213,06. Lost/Dormant
7708,9,1,579.15,4,1,3,413,03. New/High Value Single Buyer
7717,6,1,658.23,4,1,3,413,03. New/High Value Single Buyer
7723,29,1,777.22,3,1,3,313,03. New/High Value Single Buyer
7730,23,1,151.29,3,1,1,311,06. Lost/Dormant
7735,32,1,865.2,3,1,4,314,03. New/High Value Single Buyer
7753,45,1,164.16,2,1,1,211,06. Lost/Dormant
7770,58,1,195.71,1,1,1,111,06. Lost/Dormant
7775,42,1,282.4,2,1,2,212,06. Lost/Dormant
7781,59,1,566.9,1,1,3,113,06. Lost/Dormant
7785,44,1,223.41,2,1,1,211,06. Lost/Dormant
7793,10,2,391.96,4,4,2,442,06. Lost/Dormant
7797,20,2,510.52,3,4,2,342,06. Lost/Dormant
7798,40,1,934.91,2,1,4,214,06. Lost/Dormant
7807,8,1,487.67,4,1,2,412,06. Lost/Dormant
7809,16,1,841.49,3,1,4,314,03. New/High Value Single Buyer
7821,35,1,157.73,2,1,1,211,06. Lost/Dormant
7824,24,1,314.6,3,1,2,312,06. Lost/Dormant
7825,22,1,642.6,3,1,3,313,03. New/High Value Single Buyer
7859,23,1,916.75,3,1,4,314,03. New/High Value Single Buyer
7862,8,1,899.64,4,1,4,414,03. New/High Value Single Buyer
7865,27,1,750.04,3,1,3,313,03. New/High Value Single Buyer
7870,47,1,328.58,1,1,2,112,06. Lost/Dormant
7883,37,1,905.79,2,1,4,214,06. Lost/Dormant
7885,42,1,787.87,2,1,4,214,06. Lost/Dormant
7889,11,1,887.98,4,1,4,414,03. New/High Value Single Buyer
7909,20,1,887.26,3,1,4,314,03. New/High Value Single Buyer
7911,21,1,616.19,3,1,3,313,03. New/High Value Single Buyer
7916,23,1,72.89,3,1,1,311,06. Lost/Dormant
7921,43,1,617.0,2,1,3,213,06. Lost/Dormant
7932,11,1,383.22,4,1,2,412,06. Lost/Dormant
7939,17,2,763.0699999999999,3,4,3,343,06. Lost/Dormant
7955,56,1,436.3,1,1,2,112,06. Lost/Dormant
7965,55,1,738.63,1,1,3,113,06. Lost/Dormant
7971,14,2,816.85,4,4,4,444,01. Champions
7981,51,1,692.87,1,1,3,113,06. Lost/Dormant
7984,18,1,116.88,3,1,1,311,06. Lost/Dormant
7997,5,1,113.06,4,1,1,411,06. Lost/Dormant
8001,8,1,554.97,4,1,3,413,03. New/High Value Single Buyer
8017,51,1,14.78,1,1,1,111,06. Lost/Dormant
8043,11,1,584.18,4,1,3,413,03. New/High Value Single Buyer
8061,33,1,561.42,2,1,3,213,06. Lost/Dormant
8078,14,1,329.1,4,1,2,412,06. Lost/Dormant
8094,41,1,26.72,2,1,1,211,06. Lost/Dormant
8105,5,1,689.91,4,1,3,413,03. New/High Value Single Buyer
8123,51,1,459.19,1,1,2,112,06. Lost/Dormant
8126,28,1,643.39,3,1,3,313,03. New/High Value Single Buyer
8135,50,1,736.46,1,1,3,113,06. Lost/Dormant
8145,44,1,841.71,2,1,4,214,06. Lost/Dormant
8149,23,1,984.39,3,1,4,314,03. New/High Value Single Buyer
8161,36,1,257.4,2,1,1,211,06. Lost/Dormant
8178,50,1,615.21,1,1,3,113,06. Lost/Dormant
8179,15,1,425.46,4,1,2,412,06. Lost/Dormant
8195,54,1,474.01,1,1,2,112,06. Lost/Dormant
8199,28,1,527.52,3,1,2,312,06. Lost/Dormant
8201,36,1,885.55,2,1,4,214,06. Lost/Dormant
8210,39,1,725.21,2,1,3,213,06. Lost/Dormant
8216,40,2,1117.49,2,4,4,244,"04. At Risk (High F, Low R)"
8225,41,1,424.59,2,1,2,212,06. Lost/Dormant
8239,56,1,605.2,1,1,3,113,06. Lost/Dormant
8242,13,1,61.1,4,1,1,411,06. Lost/Dormant
8244,18,1,221.56,3,1,1,311,06. Lost/Dormant
8251,22,1,816.86,3,1,4,314,03. New/High Value Single Buyer
8254,37,1,567.54,2,1,3,213,06. Lost/Dormant
8269,51,1,697.06,1,1,3,113,06. Lost/Dormant
8273,13,1,86.12,4,1,1,411,06. Lost/Dormant
8292,56,1,812.41,1,1,4,114,06. Lost/Dormant
8300,13,1,599.18,4,1,3,413,03. New/High Value Single Buyer
8310,51,1,187.35,1,1,1,111,06. Lost/Dormant
8311,48,1,996.4,1,1,4,114,06. Lost/Dormant
8317,11,2,974.88,4,4,4,444,01. Champions
8324,41,1,127.52,2,1,1,211,06. Lost/Dormant
8342,11,1,27.07,4,1,1,411,06. Lost/Dormant
8355,47,1,538.67,1,1,2,112,06. Lost/Dormant
8359,23,1,992.85,3,1,4,314,03. New/High Value Single Buyer
8362,43,1,821.22,2,1,4,214,06. Lost/Dormant
8368,45,1,355.09,2,1,2,212,06. Lost/Dormant
8369,7,1,377.37,4,1,2,412,06. Lost/Dormant
8370,14,1,341.31,4,1,2,412,06. Lost/Dormant
8372,32,1,683.31,3,1,3,313,03. New/High Value Single Buyer
8381,3,1,448.29,4,1,2,412,06. Lost/Dormant
8399,32,1,828.74,3,1,4,314,03. New/High Value Single Buyer
8405,29,1,229.33,3,1,1,311,06. Lost/Dormant
8414,54,1,106.46,1,1,1,111,06. Lost/Dormant
8418,44,1,703.47,2,1,3,213,06. Lost/Dormant
8429,53,1,518.12,1,1,2,112,06. Lost/Dormant
8432,40,1,165.84,2,1,1,211,06. Lost/Dormant
8449,56,1,257.58,1,1,1,111,06. Lost/Dormant
8450,2,1,409.92,4,1,2,412,06. Lost/Dormant
8483,61,1,375.23,1,1,2,112,06. Lost/Dormant
8484,7,1,309.1,4,1,2,412,06. Lost/Dormant
8490,54,1,701.26,1,1,3,113,06. Lost/Dormant
8493,19,1,593.42,3,1,3,313,03. New/High Value Single Buyer
8504,20,1,964.39,3,1,4,314,03. New/High Value Single Buyer
8511,14,1,94.05,4,1,1,411,06. Lost/Dormant
8517,18,1,466.11,3,1,2,312,06. Lost/Dormant
8529,60,1,132.99,1,1,1,111,06. Lost/Dormant
8532,3,1,87.08,4,1,1,411,06. Lost/Dormant
8542,39,1,164.55,2,1,1,211,06. Lost/Dormant
8552,58,1,176.31,1,1,1,111,06. Lost/Dormant
8575,18,1,808.85,3,1,4,314,03. New/High Value Single Buyer
8579,46,1,875.74,1,1,4,114,06. Lost/Dormant
8595,8,1,649.64,4,1,3,413,03. New/High Value Single Buyer
8598,7,1,126.6,4,1,1,411,06. Lost/Dormant
8609,48,1,346.79,1,1,2,112,06. Lost/Dormant
8612,17,1,483.75,3,1,2,312,06. Lost/Dormant
8616,34,1,827.48,2,1,4,214,06. Lost/Dormant
8620,6,1,289.48,4,1,2,412,06. Lost/Dormant
8622,4,1,294.76,4,1,2,412,06. Lost/Dormant
8625,42,1,168.12,2,1,1,211,06. Lost/Dormant
8640,16,1,938.12,3,1,4,314,03. New/High Value Single Buyer
8657,10,1,983.18,4,1,4,414,03. New/High Value Single Buyer
8685,33,1,619.19,2,1,3,213,06. Lost/Dormant
8692,13,1,841.33,4,1,4,414,03. New/High Value Single Buyer
8705,60,1,751.53,1,1,3,113,06. Lost/Dormant
8711,47,1,207.58,1,1,1,111,06. Lost/Dormant
8715,30,1,895.93,3,1,4,314,03. New/High Value Single Buyer
8719,60,1,338.56,1,1,2,112,06. Lost/Dormant
8724,60,1,623.35,1,1,3,113,06. Lost/Dormant
8736,5,1,202.6,4,1,1,411,06. Lost/Dormant
8758,19,1,123.25,3,1,1,311,06. Lost/Dormant
8770,57,1,100.31,1,1,1,111,06. Lost/Dormant
8780,9,1,26.47,4,1,1,411,06. Lost/Dormant
8790,44,1,56.1,2,1,1,211,06. Lost/Dormant
8796,25,1,747.86,3,1,3,313,03. New/High Value Single Buyer
8803,42,1,88.17,2,1,1,211,06. Lost/Dormant
8807,41,1,360.0,2,1,2,212,06. Lost/Dormant
8814,61,1,943.31,1,1,4,114,06. Lost/Dormant
8816,42,1,19.04,2,1,1,211,06. Lost/Dormant
8821,37,1,14.62,2,1,1,211,06. Lost/Dormant
8822,41,1,936.47,2,1,4,214,06. Lost/Dormant
8836,1,1,545.36,4,1,3,413,03. New/High Value Single Buyer
8848,48,1,594.88,1,1,3,113,06. Lost/Dormant
8859,27,1,783.62,3,1,4,314,03. New/High Value Single Buyer
8863,32,1,450.9,3,1,2,312,06. Lost/Dormant
8871,51,1,528.99,1,1,2,112,06. Lost/Dormant
8879,26,1,206.13,3,1,1,311,06. Lost/Dormant
8895,39,1,667.07,2,1,3,213,06. Lost/Dormant
8909,55,1,302.48,1,1,2,112,06. Lost/Dormant
8924,15,1,691.77,4,1,3,413,03. New/High Value Single Buyer
8925,45,1,988.62,2,1,4,214,06. Lost/Dormant
8933,44,1,727.34,2,1,3,213,06. Lost/Dormant
8951,11,1,350.3,4,1,2,412,06. Lost/Dormant
8982,20,1,324.11,3,1,2,312,06. Lost/Dormant
8993,60,1,16.55,1,1,1,111,06. Lost/Dormant
9004,26,1,760.58,3,1,3,313,03. New/High Value Single Buyer
9005,60,1,120.75,1,1,1,111,06. Lost/Dormant
9008,56,1,899.9,1,1,4,114,06. Lost/Dormant
9022,43,1,148.89,2,1,1,211,06. Lost/Dormant
9042,55,1,873.99,1,1,4,114,06. Lost/Dormant
9044,25,1,784.15,3,1,4,314,03. New/High Value Single Buyer
9054,7,1,699.22,4,1,3,413,03. New/High Value Single Buyer
9064,27,1,315.96,3,1,2,312,06. Lost/Dormant
9066,4,1,985.51,4,1,4,414,03. New/High Value Single Buyer
9084,46,1,224.71,1,1,1,111,06. Lost/Dormant
9105,44,1,329.64,2,1,2,212,06. Lost/Dormant
9108,23,1,883.52,3,1,4,314,03. New/High Value Single Buyer
9115,59,1,134.98,1,1,1,111,06. Lost/Dormant
9120,58,1,972.57,1,1,4,114,06. Lost/Dormant
9128,60,1,388.9,1,1,2,112,06. Lost/Dormant
9129,52,1,337.86,1,1,2,112,06. Lost/Dormant
9148,60,1,99.15,1,1,1,111,06. Lost/Dormant
9173,35,1,883.95,2,1,4,214,06. Lost/Dormant
9175,14,1,207.67,4,1,1,411,06. Lost/Dormant
9210,29,1,99.65,3,1,1,311,06. Lost/Dormant
9266,20,1,180.83,3,1,1,311,06. Lost/Dormant
9267,51,1,131.93,1,1,1,111,06. Lost/Dormant
9268,40,1,660.96,2,1,3,213,06. Lost/Dormant
9276,51,1,421.77,1,1,2,112,06. Lost/Dormant
9288,45,1,141.13,2,1,1,211,06. Lost/Dormant
9289,37,1,736.32,2,1,3,213,06. Lost/Dormant
9307,37,1,468.08,2,1,2,212,06. Lost/Dormant
9311,8,1,514.62,4,1,2,412,06. Lost/Dormant
9317,3,1,115.35,4,1,1,411,06. Lost/Dormant
9328,12,2,1710.17,4,4,4,444,01. Champions
9331,16,2,136.66,3,4,1,341,06. Lost/Dormant
9363,30,1,777.0,3,1,3,313,03. New/High Value Single Buyer
9368,38,1,64.88,2,1,1,211,06. Lost/Dormant
9369,54,1,576.99,1,1,3,113,06. Lost/Dormant
9374,44,1,403.9,2,1,2,212,06. Lost/Dormant
9376,26,1,574.96,3,1,3,313,03. New/High Value Single Buyer
9383,22,1,950.26,3,1,4,314,03. New/High Value Single Buyer
9393,42,1,844.64,2,1,4,214,06. Lost/Dormant
9409,60,1,865.98,1,1,4,114,06. Lost/Dormant
9418,54,1,383.43,1,1,2,112,06. Lost/Dormant
9426,10,1,513.65,4,1,2,412,06. Lost/Dormant
9442,41,1,95.87,2,1,1,211,06. Lost/Dormant
9443,25,1,249.52,3,1,1,311,06. Lost/Dormant
9444,36,1,989.23,2,1,4,214,06. Lost/Dormant
9452,7,1,133.43,4,1,1,411,06. Lost/Dormant
9462,6,1,380.17,4,1,2,412,06. Lost/Dormant
9465,45,1,382.57,2,1,2,212,06. Lost/Dormant
9475,13,1,247.9,4,1,1,411,06. Lost/Dormant
9482,61,1,739.56,1,1,3,113,06. Lost/Dormant
9488,52,1,311.08,1,1,2,112,06. Lost/Dormant
9508,32,1,157.45,3,1,1,311,06. Lost/Dormant
9510,18,1,450.62,3,1,2,312,06. Lost/Dormant
9514,15,2,1553.53,4,4,4,444,01. Champions
9535,33,1,419.85,2,1,2,212,06. Lost/Dormant
9537,51,1,688.46,1,1,3,113,06. Lost/Dormant
9538,19,1,982.29,3,1,4,314,03. New/High Value Single Buyer
9553,35,1,376.67,2,1,2,212,06. Lost/Dormant
9561,54,1,524.56,1,1,2,112,06. Lost/Dormant
9564,6,2,945.27,4,4,4,444,01. Champions
9571,49,1,364.34,1,1,2,112,06. Lost/Dormant
9576,38,1,77.0,2,1,1,211,06. Lost/Dormant
9582,3,1,143.9,4,1,1,411,06. Lost/Dormant
9584,56,2,1242.49,1,4,4,144,"04. At Risk (High F, Low R)"
9589,46,1,249.89,1,1,1,111,06. Lost/Dormant
9595,48,1,698.87,1,1,3,113,06. Lost/Dormant
9609,37,1,320.62,2,1,2,212,06. Lost/Dormant
9615,22,1,704.3,3,1,3,313,03. New/High Value Single Buyer
9621,19,1,256.28,3,1,1,311,06. Lost/Dormant
9622,6,1,371.24,4,1,2,412,06. Lost/Dormant
